Line No.,Eartag,Birth Date,Breed,Lact num,Calving Date,305 day Milk kg,305 day Fat kg,305 day Protein kg,305 day Fat + Protein kg,F+P kg / day,Lact len,Tests,SCC over limit,Ave SCC,Calv int,Johne's Group,Fertility Status,CPI,Sire name
153,UK702881403882,16/02/20,H,4,17/02/25,7331,298,280,579,1.91,303,4,0,19,364,J0,Ready,0,UNKNOWN
154,UK702881103893,18/02/20,H,4,18/02/25,8276,359,310,669,2.22,302,4,1,120,365,J0,Ready,0,UNKNOWN
99,UK702881103963,26/02/20,H,4,09/02/25,7277,263,260,523,1.71,311,4,0,37,333,J0,Ready,0,UNKNOWN
106,UK702881703745,07/02/20,HF,4,19/02/25,7620,375,307,682,2.27,301,4,0,15,375,J0,Ready,0,UNKNOWN
108,UK702881503904,19/02/20,HF,4,18/02/25,8186,366,341,708,2.34,302,4,0,35,342,J0,Ready,0,UNKNOWN
112,UK702881203726,07/02/20,HF,4,03/03/25,6392,295,269,564,1.95,289,4,1,117,389,J0,Ready,0,UNKNOWN
128,UK702881403756,07/02/20,HF,4,25/02/25,7706,276,331,607,2.06,295,4,0,59,343,J0,Ready,0,UNKNOWN
133,UK702881603814,12/02/20,HF,4,26/02/25,8305,295,296,592,2.01,294,4,0,33,378,J0,Ready,0,UNKNOWN
134,UK702881503960,26/02/20,H,4,05/03/25,7446,277,244,521,1.82,287,4,0,43,351,J0,Ready,0,UNKNOWN
139,UK702881203887,18/02/20,H,4,20/02/25,9176,359,305,665,2.22,300,4,0,46,358,J0,Ready,0,UNKNOWN
23,UK702881503848,14/02/20,HF,4,09/02/25,8082,308,323,631,2.06,311,4,0,21,355,J0,Ready,0,HEREFORD
28,UK702881504023,09/03/20,H,4,12/02/25,7740,223,283,507,1.66,308,4,4,583,370,J0,Ready,0,HEREFORD
63,UK702881303706,03/02/20,HF,4,19/02/25,9153,390,338,728,2.42,301,4,0,23,365,J0,Ready,0,UNKNOWN
64,UK702881603730,06/02/20,HF,4,05/04/25,7925,323,317,640,2.50,256,4,0,22,431,J0,Ready,0,UNKNOWN
65,UK702881603835,13/02/20,HF,4,24/03/25,6758,329,259,589,2.20,268,4,0,15,370,J4,Ready,0,UNKNOWN
68,UK702881103970,26/02/20,H,4,12/02/25,6790,272,285,558,1.82,308,4,0,31,372,J0,Ready,0,UNKNOWN
46,UK702881403945,23/02/20,H,4,18/02/25,8049,354,298,652,2.16,302,4,0,34,378,J0,Ready,0,HEREFORD
48,UK702881403840,14/02/20,HF,4,03/03/25,7850,327,318,645,2.23,289,4,0,18,392,J0,Ready,0,HEREFORD
169,UK702881703836,13/02/20,HF,4,20/02/25,8734,345,321,667,2.22,300,4,0,90,338,J0,Ready,0,UNKNOWN
171,UK702881503946,23/02/20,H,4,05/03/25,7918,374,305,680,2.37,287,4,0,17,363,J0,Ready,0,UNKNOWN
176,UK702881603695,28/01/20,HF,4,14/03/25,7969,311,267,578,2.08,278,4,0,102,375,J0,Ready,0,UNKNOWN
189,UK702881403812,12/02/20,HF,4,01/04/25,8352,369,303,672,2.58,260,4,0,52,412,J0,Ready,0,UNKNOWN
184,UK702881103942,23/02/20,H,4,09/02/25,8356,311,318,630,2.05,311,4,1,53,339,J0,Ready,0,UNKNOWN
194,UK702881303860,16/02/20,H,4,01/03/25,7256,349,294,643,2.21,291,4,1,150,396,J0,Ready,0,UNKNOWN
205,UK702881203754,07/02/20,H,4,26/02/25,6958,299,263,563,1.91,294,4,0,81,373,J0,Ready,0,UNKNOWN
206,UK702881603709,03/02/20,HF,4,05/03/25,7177,309,290,599,2.09,287,4,0,12,387,J0,Ready,0,UNKNOWN
197,UK702881203747,07/02/20,HF,4,25/02/25,7229,340,298,639,2.17,295,4,0,12,337,J0,Ready,0,UNKNOWN
199,UK702881703710,02/02/20,HF,4,16/02/25,8862,323,305,628,2.07,304,4,1,116,368,J0,Ready,0,UNKNOWN
228,UK702881503715,03/02/20,H,4,02/03/25,8507,324,306,630,2.17,290,4,1,194,388,J0,Ready,0,UNKNOWN
234,UK702881203719,03/02/20,HF,4,03/02/25,7719,274,314,588,1.92,317,4,0,32,350,J0,Ready,0,UNKNOWN
252,UK702881103697,27/01/20,HF,4,06/02/25,7596,310,297,607,1.98,314,3,0,28,362,J0,Ready,0,UNKNOWN
257,UK702881603793,11/02/20,HF,4,16/02/25,7626,299,284,583,1.92,304,4,0,23,363,J0,Ready,0,UNKNOWN
258,UK702881303944,23/02/20,H,4,26/02/25,7146,330,294,624,2.12,294,3,0,18,373,J0,Ready,0,UNKNOWN
263,UK702881603940,23/02/20,H,4,12/02/25,9659,349,350,699,2.29,308,4,0,83,358,J0,Ready,0,UNKNOWN
56,UK702881703752,07/02/20,HF,4,11/02/25,8282,354,365,720,2.36,309,4,0,40,371,J0,Ready,0,UNKNOWN
143,UK702881303727,06/02/20,HF,4,03/02/25,8317,405,315,720,2.34,317,4,0,53,349,J0,Ready,0,UNKNOWN
183,UK702881603961,26/02/20,H,4,05/03/25,7279,362,277,640,2.23,287,4,0,19,380,J0,Ready,0,UNKNOWN
122,UK702881503841,14/02/20,HF,4,11/02/25,8700,390,347,738,2.41,309,4,1,124,375,J0,Ready,0,UNKNOWN
304,UK702881303734,06/02/20,HF,4,07/03/25,7450,321,281,603,2.12,285,4,0,38,391,J0,Ready,0,UNKNOWN
315,UK702881303895,18/02/20,H,4,01/03/25,7780,344,293,637,2.19,291,4,0,21,390,J0,Ready,0,UNKNOWN
480,UK209357302482,17/02/20,HF,4,15/02/25,7083,323,318,641,2.10,305,4,0,60,370,J0,Ready,0,PRELUDE
320,UK702881703766,09/02/20,HF,4,21/02/25,7844,334,311,645,2.16,299,4,0,23,356,J0,Ready,0,UNKNOWN
328,UK702881103998,02/03/20,H,4,01/03/25,7984,303,290,593,2.04,291,3,0,50,388,J0,Ready,0,UNKNOWN
330,UK702881403924,21/02/20,H,4,09/02/25,7205,360,305,665,2.17,311,4,0,60,378,J0,Ready,0,UNKNOWN
270,UK702881103991,01/03/20,H,4,17/03/25,8173,315,299,614,2.23,275,4,0,26,404,J0,Ready,0,UNKNOWN
279,UK702881603751,07/02/20,HF,4,25/02/25,7459,226,301,528,1.79,295,4,1,51,381,J0,Ready,0,UNKNOWN
289,UK702881303818,12/02/20,HF,4,10/02/25,7835,270,289,559,1.83,310,4,4,3517,368,J0,Ready,0,UNKNOWN
291,UK702881503897,18/02/20,H,4,14/02/25,6497,339,267,607,1.99,306,3,0,41,374,J0,Ready,0,UNKNOWN
9,UK702881404414,23/02/21,J,3,26/02/25,5980,276,258,535,1.82,294,4,0,54,386,J0,Ready,0,UNKNOWN
70,UK702881404505,07/03/21,JZ,3,01/04/25,6027,314,268,583,2.24,260,4,0,145,413,J0,Ready,0,UNKNOWN
92,UK702881704186,24/01/21,J,3,09/02/25,8046,389,342,731,2.39,311,4,0,20,353,J0,Ready,0,UNKNOWN
705,UK209357402763,06/02/21,J,3,12/02/25,7170,364,322,686,2.25,308,4,0,20,359,J0,Ready,0,KARTELL
725,UK209357102781,14/02/21,J,3,22/02/25,6966,343,270,614,2.06,298,4,0,53,347,J5,Ready,0,KARTELL
768,UK209357102823,25/02/21,HF,3,18/02/25,7170,291,284,575,1.90,302,3,0,26,353,J0,Ready,0,CRITICAL
142,UK702881304182,22/01/21,J,3,06/02/25,7237,400,315,716,2.34,314,4,0,41,364,J0,Ready,0,UNKNOWN
172,UK702881704522,10/03/21,J,3,19/02/25,6567,386,279,665,2.21,301,4,0,31,352,J4,Ready,0,UNKNOWN
398,UK702881404211,02/02/21,HF,3,12/02/25,6928,340,296,636,2.07,308,4,1,91,372,J0,Ready,0,UNKNOWN
387,UK702881104187,24/01/21,J,3,26/02/25,7271,358,296,655,2.23,294,4,0,24,359,J0,Ready,0,UNKNOWN
140,UK702881704431,24/02/21,HF,3,18/02/25,8581,381,323,705,2.33,302,4,0,13,362,J0,Ready,0,UNKNOWN
132,UK702881104229,04/02/21,J,3,20/02/25,7621,355,288,643,2.14,300,4,0,20,358,J0,Ready,0,UNKNOWN
110,UK702881404337,14/02/21,J,3,26/02/25,7821,341,298,639,2.17,294,4,0,63,359,J0,Ready,0,UNKNOWN
71,UK702881404484,01/03/21,J,3,14/02/25,8047,363,328,692,2.27,306,4,3,426,332,J0,Ready,0,UNKNOWN
149,UK702881404351,14/02/21,J,3,03/02/25,7444,388,269,658,2.14,317,4,0,31,343,J0,Ready,0,UNKNOWN
34,UK702881204356,16/02/21,J,3,18/02/25,7978,407,342,749,2.48,302,4,0,30,384,J0,Ready,0,UNKNOWN
209,UK702881404197,28/01/21,J,3,20/02/25,8527,423,357,780,2.60,300,3,0,21,381,J0,Ready,0,UNKNOWN
181,UK702881504184,24/01/21,J,3,14/02/25,7490,377,338,716,2.35,306,4,0,24,338,J0,Ready,0,UNKNOWN
357,UK702881704207,01/02/21,HF,3,19/02/25,7539,319,313,633,2.10,301,4,0,18,378,J0,Ready,0,UNKNOWN
238,UK702881304336,14/02/21,H,3,10/02/25,7861,347,307,655,2.13,310,4,1,152,368,J0,Ready,0,UNKNOWN
39,UK702881204475,27/02/21,H,3,10/02/25,7515,341,293,634,2.08,310,4,0,36,357,J0,Ready,0,UNKNOWN
396,UK702881104390,19/02/21,H,3,12/02/25,7749,299,304,603,1.97,308,4,0,55,359,J0,Ready,0,UNKNOWN
40,UK702881204244,08/02/21,J,3,05/03/25,6994,322,277,599,2.09,287,4,0,43,366,J0,Ready,0,UNKNOWN
305,UK702881504345,10/02/21,HF,3,11/02/25,8858,378,346,724,2.37,309,4,0,14,371,J0,Ready,0,UNKNOWN
72,UK702881104208,01/02/21,J,3,21/02/25,7186,359,305,664,2.22,299,4,0,22,381,J0,Ready,0,UNKNOWN
104,UK702881204223,03/02/21,J,3,10/02/25,7697,370,314,685,2.25,310,4,0,57,356,J0,Ready,0,UNKNOWN
360,UK702881104383,19/02/21,J,3,14/02/25,7140,356,290,646,2.11,306,4,0,20,361,J0,Ready,0,UNKNOWN
365,UK702881304231,05/02/21,HF,3,21/02/25,7463,413,316,729,2.44,299,3,0,44,374,J0,Ready,0,UNKNOWN
331,UK702881204419,23/02/21,J,3,03/02/25,6958,323,290,613,1.99,317,4,0,33,349,J0,Ready,0,UNKNOWN
399,UK702881704375,17/02/21,H,3,01/04/25,5814,306,237,543,2.09,260,4,0,25,418,J0,Ready,0,UNKNOWN
373,UK702881104418,23/02/21,J,3,03/02/25,8037,370,318,689,2.24,317,4,0,42,363,J0,Ready,0,UNKNOWN
165,UK702881604339,14/02/21,H,3,14/02/25,7619,299,310,610,2.00,306,4,0,41,374,J0,Ready,0,UNKNOWN
346,UK702881104481,01/03/21,H,3,24/03/25,6459,297,257,555,2.07,268,4,0,7,382,J0,Ready,0,UNKNOWN
19,UK702881404421,21/02/21,H,3,02/02/25,7800,395,323,719,2.40,318,4,0,34,361,J0,Ready,0,UNKNOWN
382,UK702881104299,12/02/21,H,3,12/02/25,6464,326,297,623,2.04,308,3,0,34,363,J0,Ready,0,UNKNOWN
8,UK702881504373,17/02/21,H,3,10/02/25,6890,288,303,591,1.93,310,4,0,39,375,J0,Ready,0,UNKNOWN
47,UK702881704382,19/02/21,H,3,17/02/25,8498,340,319,660,2.18,303,4,0,8,341,J0,Ready,0,UNKNOWN
124,UK702881604241,10/02/21,HF,3,14/02/25,7219,370,306,676,2.22,306,4,0,43,372,J0,Ready,0,UNKNOWN
308,UK702881304287,12/02/21,HF,3,26/02/25,7616,351,326,677,2.30,294,4,0,46,372,J0,Ready,0,UNKNOWN
347,UK702881104432,24/02/21,J,3,12/02/25,6871,353,273,627,2.05,308,4,0,34,345,J0,Ready,0,UNKNOWN
144,UK702881104334,14/02/21,H,3,16/02/25,8074,304,299,604,1.99,304,4,0,21,376,J0,Ready,0,UNKNOWN
235,UK702881204230,04/02/21,HF,3,03/03/25,7275,367,311,679,2.35,289,4,0,16,396,J0,Ready,0,UNKNOWN
170,UK702881304378,17/02/21,J,3,05/03/25,7005,332,270,603,2.10,287,4,0,17,385,J0,Ready,0,UNKNOWN
354,UK702881204181,22/01/21,J,3,19/02/25,6665,358,296,654,2.17,301,3,0,59,385,J0,Ready,0,UNKNOWN
249,UK702881404232,05/02/21,J,3,20/02/25,5845,298,225,523,1.74,300,3,0,61,373,J0,Ready,0,UNKNOWN
323,UK702881504436,27/02/21,H,3,20/02/25,6390,305,275,581,1.94,300,4,0,44,353,J0,Ready,0,UNKNOWN
260,UK702881404239,06/02/21,J,3,20/02/25,6434,335,263,599,2.00,300,3,0,33,353,J0,Ready,0,UNKNOWN
111,UK702881604472,27/02/21,H,3,05/03/25,7636,363,289,652,2.27,287,4,0,21,380,J0,Ready,0,UNKNOWN
196,UK702881104411,21/02/21,J,3,01/03/25,6835,344,277,622,2.14,291,4,0,23,387,J0,Ready,0,UNKNOWN
259,UK702881104404,21/02/21,H,3,06/02/25,8651,354,314,669,2.19,314,4,0,18,370,J0,Ready,0,UNKNOWN
208,UK702881604206,01/02/21,HF,3,10/02/25,7973,388,341,729,2.38,310,4,0,107,376,J0,Ready,0,UNKNOWN
125,UK702881704417,23/02/21,J,3,20/02/25,7966,373,320,693,2.31,300,4,0,55,380,J0,Ready,0,UNKNOWN
233,UK702881404358,16/02/21,HF,3,26/02/25,6134,316,254,570,1.94,294,4,0,43,364,J0,Ready,0,UNKNOWN
67,UK702881204321,14/02/21,H,3,19/02/25,7951,393,333,726,2.41,301,4,0,12,357,J0,Ready,0,UNKNOWN
363,UK702881104278,12/02/21,J,3,12/02/25,7447,350,283,633,2.07,308,4,0,29,356,J0,Ready,0,UNKNOWN
203,UK702881604409,21/02/21,H,3,15/03/25,6457,344,289,633,2.29,277,4,0,22,355,J0,Ready,0,UNKNOWN
349,UK702881304189,24/01/21,J,3,18/02/25,7977,374,346,721,2.39,302,4,0,30,385,J0,Ready,0,UNKNOWN
264,UK702881104194,28/01/21,J,3,01/05/25,6160,304,243,547,2.38,230,3,0,9,430,J0,Ready,0,UNKNOWN
103,UK702881104250,08/02/21,HF,3,20/02/25,6882,340,299,640,2.13,300,4,0,19,367,J0,Ready,0,UNKNOWN
12,UK702881304329,13/02/21,J,3,17/02/25,6969,313,274,587,1.94,303,4,0,17,361,J0,Ready,0,UNKNOWN
2,UK702881604381,19/02/21,H,3,18/03/25,6705,317,267,584,2.13,274,4,0,25,358,J0,Ready,0,UNKNOWN
261,UK702881404267,10/02/21,HF,3,17/02/25,7392,337,302,640,2.11,303,4,0,19,378,J0,Ready,0,UNKNOWN
303,UK702881604353,16/02/21,HF,3,14/02/25,7171,323,302,625,2.05,306,4,0,28,333,J0,Ready,0,UNKNOWN
275,UK702881104236,06/02/21,HF,3,03/03/25,7088,370,304,674,2.33,289,3,0,35,343,J0,Ready,0,UNKNOWN
286,UK702881704403,21/02/21,HF,3,19/02/25,6862,295,278,573,1.90,301,4,0,22,377,J0,Ready,0,UNKNOWN
219,UK702881504275,10/02/21,J,3,21/02/25,7371,317,283,600,2.01,299,4,0,47,354,J0,Ready,0,UNKNOWN
352,UK702881504177,20/01/21,H,3,26/02/25,5853,313,267,580,1.97,294,4,0,11,385,J0,Ready,0,UNKNOWN
81,UK702881304476,27/02/21,J,3,20/03/25,6782,352,285,638,2.35,272,4,0,24,406,J0,Ready,0,UNKNOWN
175,UK702881304357,16/02/21,HF,3,10/02/25,9041,360,314,675,2.21,310,4,1,327,367,J0,Ready,0,UNKNOWN
256,UK702881304315,09/02/21,HF,3,20/02/25,7510,369,282,651,2.17,300,4,0,30,376,J0,Ready,0,UNKNOWN
245,UK702881204384,19/02/21,H,3,01/03/25,8391,395,317,713,2.45,291,4,0,21,389,J0,Ready,0,UNKNOWN
386,UK702881504415,23/02/21,HF,3,10/02/25,7645,367,308,676,2.21,310,4,0,14,366,J0,Ready,0,UNKNOWN
355,UK702881604234,05/02/21,HF,3,14/02/25,7481,348,291,639,2.09,306,3,0,12,379,J0,Ready,0,UNKNOWN
152,UK702881504387,19/02/21,H,3,01/04/25,6294,312,286,599,2.30,260,4,0,75,400,J0,Ready,0,UNKNOWN
378,UK702881604213,02/02/21,HF,3,10/02/25,7556,437,299,737,2.41,310,4,0,15,378,J0,Ready,0,UNKNOWN
93,UK702881204489,03/03/21,HF,3,21/02/25,6830,343,268,611,2.04,299,4,0,19,381,J0,Ready,0,UNKNOWN
42,UK702881504233,05/02/21,J,3,05/03/25,7843,311,309,621,2.16,287,4,0,11,357,J0,Ready,0,UNKNOWN
394,UK702881604220,03/02/21,J,3,01/04/25,6370,363,291,654,2.52,260,3,0,27,393,J0,Ready,0,UNKNOWN
57,UK702881604325,14/02/21,J,3,14/02/25,7474,306,319,626,2.05,306,4,1,40,370,J0,Ready,0,UNKNOWN
38,UK702881104327,25/03/21,HF,3,21/02/25,7780,329,295,625,2.09,299,4,0,11,385,J0,Ready,0,UNKNOWN
371,UK702881604283,12/02/21,H,3,05/03/25,8037,313,306,620,2.16,287,4,0,10,397,J0,Ready,0,UNKNOWN
240,UK702881604227,04/02/21,J,3,12/02/25,6647,375,292,668,2.19,308,4,0,30,368,J0,Ready,0,UNKNOWN
367,UK702881604332,14/02/21,H,3,14/02/25,7002,326,320,646,2.11,306,3,0,23,347,J0,Ready,0,UNKNOWN
359,UK702881604486,01/03/21,H,3,07/03/25,8014,351,304,655,2.30,285,4,0,24,387,J0,Ready,0,UNKNOWN
90,UK702881104474,27/02/21,H,3,26/02/25,8598,313,334,648,2.20,294,4,0,32,331,J0,Ready,0,UNKNOWN
338,UK702881104502,03/03/21,HF,3,21/02/25,7565,396,343,740,2.47,299,4,0,19,367,J0,Ready,0,UNKNOWN
379,UK702881604507,08/03/21,HF,3,09/02/25,8297,365,320,685,2.23,311,4,0,22,374,J0,Ready,0,UNKNOWN
247,UK702881404407,21/02/21,J,3,21/02/25,7039,321,284,606,2.03,299,4,0,12,386,J0,Ready,0,UNKNOWN
129,UK702881304210,02/02/21,H,3,21/02/25,7490,334,298,633,2.12,299,4,0,16,372,J0,Ready,0,UNKNOWN
32,UK702881604374,17/02/21,H,3,20/02/25,7745,372,316,688,2.29,300,4,0,61,373,J0,Ready,0,UNKNOWN
119,UK702881304413,21/02/21,J,3,26/02/25,6485,270,280,550,1.87,294,4,0,17,384,J0,Ready,0,UNKNOWN
223,UK702881204237,06/02/21,H,3,10/02/25,7130,333,302,636,2.08,310,3,0,26,345,J0,Ready,0,UNKNOWN
350,UK702881704333,14/02/21,HF,3,26/02/25,7540,334,299,633,2.15,294,4,0,26,384,J0,Ready,0,UNKNOWN
226,UK702881404246,07/02/21,H,3,05/03/25,6859,336,304,640,2.23,287,3,0,26,385,J0,Ready,0,UNKNOWN
16,UK702881704221,03/02/21,J,3,10/02/25,7153,332,315,648,2.11,310,4,0,33,376,J0,Ready,0,UNKNOWN
127,UK702881104509,10/03/21,HF,3,26/02/25,7536,379,284,664,2.26,294,3,0,27,386,J0,Ready,0,UNKNOWN
392,UK702881604402,21/02/21,J,3,06/02/25,8128,353,320,673,2.18,314,4,0,12,365,J0,Ready,0,UNKNOWN
241,UK702881204209,01/02/21,HF,3,24/03/25,8148,330,285,615,2.29,268,4,0,20,387,J0,Ready,0,UNKNOWN
377,UK702881104243,08/02/21,J,3,09/02/25,8070,310,299,609,1.98,311,4,0,25,369,J0,Ready,0,UNKNOWN
393,UK702881504212,02/02/21,HF,3,18/02/25,8255,313,306,619,2.05,302,4,0,21,383,J0,Ready,0,UNKNOWN
211,UK702881404176,20/01/21,J,3,03/02/25,6484,391,289,680,2.19,317,4,0,34,371,J0,Ready,0,UNKNOWN
180,UK702881504191,26/01/21,J,3,17/02/25,6805,422,331,754,2.49,303,4,0,53,350,J0,Ready,0,UNKNOWN
35,UK702881404330,13/02/21,J,3,17/02/25,7015,301,278,580,1.91,303,4,0,68,380,J0,Ready,0,UNKNOWN
200,UK702881204328,13/02/21,J,3,07/03/25,8333,357,308,665,2.33,285,4,0,46,393,J0,Ready,0,UNKNOWN
713,UK209357402770,10/02/21,HF,3,26/02/25,6775,279,245,525,1.79,294,4,0,41,362,J4,Ready,0,JAKS
130,UK702881403728,07/02/20,HF,3,18/02/25,7787,395,326,722,2.39,302,4,0,28,377,J0,Ready,0,UNKNOWN
335,UK702881404323,14/02/21,HF,3,06/02/25,8293,353,341,695,2.27,314,4,0,31,365,J0,Ready,0,UNKNOWN
50,UK702881705047,01/03/22,HF,2,10/02/25,6634,306,261,567,1.85,310,4,0,67,378,J0,Ready,0,FRIESIAN
74,UK702881304812,09/02/22,HF,2,05/03/25,5858,227,221,448,1.56,287,4,0,42,401,J0,Ready,0,FRIESIAN
145,UK702881604913,18/02/22,NK,2,05/03/25,6402,291,247,538,1.87,287,4,0,22,394,J0,Ready,0,UNKNOWN
292,UK702881504912,18/02/22,NK,2,10/02/25,6604,303,261,564,1.85,310,4,0,43,370,J0,Ready,0,UNKNOWN
25,UK702881104901,16/02/22,HF,2,16/02/25,7454,298,273,571,1.88,304,4,0,25,376,J0,Ready,0,FRIESIAN
290,UK702881405002,25/02/22,HF,2,06/02/25,6983,342,302,645,2.11,314,4,0,49,374,J0,Ready,0,FRIESIAN
95,UK702881204818,10/02/22,J,2,18/02/25,7072,363,269,632,2.09,302,4,0,14,365,J0,Ready,0,(mainlan
120,UK702881304966,23/02/22,HF,2,12/02/25,6556,309,268,577,1.89,308,4,0,18,372,J0,Ready,0,FRIESIAN
227,UK702881404820,10/02/22,HF,2,16/02/25,6710,315,248,564,1.86,304,4,0,38,378,J0,Ready,0,FRIESIAN
51,UK702881204741,05/02/22,HF,2,28/03/25,6476,296,251,547,2.07,264,3,0,17,423,J0,Ready,0,FRIESIAN
7,UK702881404988,28/02/22,NK,2,24/03/25,5697,313,239,552,2.06,268,4,0,25,414,J0,Ready,0,UNKNOWN
190,UK702881504842,13/02/22,HF,2,10/02/25,6658,355,273,629,2.05,310,4,0,51,377,J0,Ready,0,FRIESIAN
22,UK702881504982,26/02/22,NK,2,20/02/25,7197,375,289,664,2.21,300,4,0,16,372,J0,Ready,0,UNKNOWN
220,UK702881704984,26/02/22,NK,2,03/02/25,7242,334,294,628,2.03,317,4,0,48,371,J0,Ready,0,UNKNOWN
329,UK702881304987,28/02/22,NK,2,20/02/25,6705,308,269,577,1.92,300,4,0,38,388,J0,Ready,0,UNKNOWN
